symbol,name,exchange,sector
HLVLTD.NS,HLV LIMITED,NSE,Consumer Cyclical
HMAAGRO.NS,HMA Agro Industries Limited,NSE,Consumer Defensive
HMT.NS,HMT Limited,NSE,Industrials
HMVL.NS,Hindustan Media Ventures Limited,NSE,Communication Services
HNDFDS.NS,Hindustan Foods Limited,NSE,Industrials
HOMEFIRST.NS,Home First Finance Company India Limited,NSE,Financial Services
HONASA.NS,Honasa Consumer Limited,NSE,Consumer Defensive
HONAUT.NS,Honeywell Automation India Limited,NSE,Industrials
HONDAPOWER.NS,Honda India Power Products Limited,NSE,Industrials
HPAL.NS,HP Adhesives Limited,NSE,Basic Materials
HPIL.NS,Hindprakash Industries Limited,NSE,Basic Materials
HPL.NS,HPL Electric & Power Limited,NSE,Industrials
HSCL.NS,Himadri Speciality Chemical Limited,NSE,Basic Materials
HTMEDIA.NS,HT Media Limited,NSE,Communication Services
HUBTOWN.NS,Hubtown Limited,NSE,Real Estate
HUDCO.NS,Housing & Urban Development Corporation Limited,NSE,Financial Services
HUHTAMAKI.NS,Huhtamaki India Limited,NSE,Consumer Cyclical
HYBRIDFIN.NS,Hybrid Financial Services Limited,NSE,Financial Services
HYUNDAI.NS,Hyundai Motor India Limited,NSE,Consumer Cyclical
ICDSLTD.NS,ICDS Limited,NSE,Real Estate
ICEMAKE.NS,Ice Make Refrigeration Limited,NSE,Industrials
ICICIBANK.NS,ICICI Bank Limited,NSE,Financial Services
ICICIGI.NS,ICICI Lombard General Insurance Company Limited,NSE,Financial Services
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,NSE,Financial Services
ICIL.NS,Indo Count Industries Limited,NSE,Consumer Cyclical
ICRA.NS,ICRA Limited,NSE,Financial Services
IDBI.NS,IDBI Bank Limited,NSE,Financial Services
IDEA.NS,Vodafone Idea Limited,NSE,Communication Services
IDEAFORGE.NS,Ideaforge Technology Limited,NSE,Technology
IDFCFIRSTB.NS,IDFC First Bank Limited,NSE,Financial Services
IEL.NS,Indiabulls Enterprises Limited,NSE,Industrials
IEX.NS,Indian Energy Exchange Limited,NSE,Financial Services
IFBAGRO.NS,IFB Agro Industries Limited,NSE,Consumer Defensive
IFBIND.NS,IFB Industries Limited,NSE,Consumer Cyclical
IFCI.NS,IFCI Limited,NSE,Financial Services
IFGLEXPOR.NS,IFGL Refractories Limited,NSE,Basic Materials
IGARASHI.NS,Igarashi Motors India Limited,NSE,Consumer Cyclical
IGCL.NS,Indogulf Cropsciences Limited,NSE,Basic Materials
IGIL.NS,International Gemmological Institute (India) Limited,NSE,Basic Materials
IGL.NS,Indraprastha Gas Limited,NSE,Utilities
IGPL.NS,IG Petrochemicals Limited,NSE,Basic Materials
IIFL.NS,IIFL Finance Limited,NSE,Financial Services
IIFLCAPS.NS,IIFL Capital Services Limited,NSE,Financial Services
IITL.NS,Industrial Investment Trust Limited,NSE,Financial Services
IKIO.NS,IKIO Technologies Limited,NSE,Technology
IKS.NS,Inventurus Knowledge Solutions Limited,NSE,Healthcare
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited,NSE,Industrials
IL&FSTRANS.NS,IL&FS Transportation Networks Limited,NSE,Industrials
IMAGICAA.NS,Imagicaaworld Entertainment Limited,NSE,Communication Services
IMFA.NS,Indian Metals & Ferro Alloys Limited,NSE,Basic Materials
IMPAL.NS,India Motor Parts and Accessories Limited,NSE,Consumer Cyclical
IMPEXFERRO.NS,Impex Ferro Tech Limited,NSE,Basic Materials
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED,NSE,Basic Materials
INDBANK.NS,Indbank Merchant Banking Services Limited,NSE,Financial Services
INDGN.NS,Indegene Limited,NSE,Healthcare
INDHOTEL.NS,The Indian Hotels Company Limited,NSE,Consumer Cyclical
INDIACEM.NS,The India Cements Limited,NSE,Basic Materials
INDIAGLYCO.NS,India Glycols Limited,NSE,Basic Materials
INDIAMART.NS,Indiamart Intermesh Limited,NSE,Communication Services
INDIANB.NS,Indian Bank,NSE,Financial Services
INDIANCARD.NS,Indian Card Clothing Company Limited,NSE,Consumer Cyclical
INDIANHUME.NS,Indian Hume Pipe Company Limited,NSE,Industrials
INDIASHLTR.NS,India Shelter Finance Corporation Limited,NSE,Financial Services
INDIGO.NS,InterGlobe Aviation Limited,NSE,Industrials
INDIGOPNTS.NS,Indigo Paints Limited,NSE,Basic Materials
INDIQUBE.NS,Indiqube Spaces Limited,NSE,Real Estate
INDNIPPON.NS,India Nippon Electricals Limited,NSE,Consumer Cyclical
INDOAMIN.NS,Indo Amines Limited,NSE,Basic Materials
INDOBORAX.NS,Indo Borax & Chemicals Limited,NSE,Basic Materials
INDOCO.NS,Indoco Remedies Limited,NSE,Healthcare
INDOFARM.NS,Indo Farm Equipment Limited,NSE,Industrials
INDORAMA.NS,Indo Rama Synthetics (India) Limited,NSE,Consumer Cyclical
INDOSTAR.NS,IndoStar Capital Finance Limited,NSE,Financial Services
INDOTECH.NS,Indo Tech Transformers Limited,NSE,Industrials
INDOTHAI.NS,Indo Thai Securities Limited,NSE,Financial Services
INDOUS.NS,Indo Us Biotech Limited,NSE,Basic Materials
INDOWIND.NS,Indowind Energy Limited,NSE,Utilities
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,NSE,Healthcare
INDSWFTLAB.NS,Ind-Swift Laboratories Limited,NSE,Healthcare
INDTERRAIN.NS,Indian Terrain Fashions Limited,NSE,Consumer Cyclical
INDUSINDBK.NS,IndusInd Bank Limited,NSE,Financial Services
INDUSTOWER.NS,Indus Towers Limited,NSE,Communication Services
INFIBEAM.NS,Infibeam Avenues Limited,NSE,Technology
INFOBEAN.NS,InfoBeans Technologies Limited,NSE,Technology
INFOMEDIA.NS,Infomedia Press Limited,NSE,Financial Services
INFY.NS,Infosys Limited,NSE,Technology
INGERRAND.NS,Ingersoll Rand (India) Limited,NSE,Industrials
INNOVACAP.NS,Innova Captab Limited,NSE,Healthcare
INNOVANA.NS,Innovana Thinklabs Limited,NSE,Technology
INOXGREEN.NS,Inox Green Energy Services Limited,NSE,Utilities
INOXINDIA.NS,INOX India Limited,NSE,Industrials
INOXWIND.NS,Inox Wind Limited,NSE,Industrials
INSECTICID.NS,Insecticides (India) Limited,NSE,Basic Materials
INSPIRISYS.NS,Inspirisys Solutions Limited,NSE,Technology
INTELLECT.NS,Intellect Design Arena Limited,NSE,Technology
INTENTECH.NS,Intense Technologies Limited,NSE,Technology
INTERARCH.NS,Interarch Building Solutions Limited,NSE,Industrials
INTLCONV.NS,International Conveyors Limited,NSE,Industrials
INVENTURE.NS,Inventure Growth & Securities Limited,NSE,Financial Services
IOB.NS,Indian Overseas Bank,NSE,Financial Services
IOC.NS,Indian Oil Corporation Limited,NSE,Energy
IOLCP.NS,IOL Chemicals and Pharmaceuticals Limited,NSE,Healthcare
IONEXCHANG.NS,ION Exchange (India) Limited,NSE,Industrials
IPCALAB.NS,IPCA Laboratories Limited,NSE,Healthcare
IPL.NS,India Pesticides Limited,NSE,Basic Materials
IRB.NS,IRB Infrastructure Developers Limited,NSE,Industrials
IRCON.NS,Ircon International Limited,NSE,Industrials
IRCTC.NS,Indian Railway Catering And Tourism Corporation Limited,NSE,Industrials
IREDA.NS,Indian Renewable Energy Development Agency Limited,NSE,Financial Services
IRFC.NS,Indian Railway Finance Corporation Limited,NSE,Financial Services
IRIS.NS,Iris Business Services Limited,NSE,Technology
IRISDOREME.NS,Iris Clothings Limited,NSE,Consumer Cyclical
IRMENERGY.NS,IRM Energy Limited,NSE,Utilities
ISFT.NS,Intrasoft Technologies Limited,NSE,Consumer Cyclical
ISGEC.NS,Isgec Heavy Engineering Limited,NSE,Industrials
ISHANCH.NS,Ishan Dyes and Chemicals Limited,NSE,Basic Materials
ITC.NS,ITC Limited,NSE,Consumer Defensive
ITCHOTELS.NS,ITC Hotels Limited,NSE,Consumer Cyclical
ITDC.NS,India Tourism Development Corporation Limited,NSE,Consumer Cyclical
ITI.NS,ITI Limited,NSE,Technology
IVALUE.NS,Ivalue Infosolutions Limited,NSE,Technology
IVC.NS,IL&FS Investment Managers Limited,NSE,Financial Services
IVP.NS,IVP Limited,NSE,Basic Materials
IXIGO.NS,Le Travenues Technology Limited,NSE,Consumer Cyclical
IZMO.NS,IZMO Limited,NSE,Technology
J&KBANK.NS,The Jammu & Kashmir Bank Limited,NSE,Financial Services
JAGRAN.NS,Jagran Prakashan Limited,NSE,Communication Services
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,NSE,Healthcare
JAIBALAJI.NS,Jai Balaji Industries Limited,NSE,Basic Materials
JAICORPLTD.NS,Jai Corp Limited,NSE,Basic Materials
JAINREC.NS,Jain Resource Recycling Limited,NSE,Basic Materials
JAIPURKURT.NS,Nandani Creation Limited,NSE,Consumer Cyclical
JAMNAAUTO.NS,Jamna Auto Industries Limited,NSE,Consumer Cyclical
JARO.NS,Jaro Institute of Technology Management and Research Limited,NSE,Consumer Defensive
JASH.NS,Jash Engineering Limited,NSE,Industrials
JAYAGROGN.NS,Jayant Agro Organics Limited,NSE,Basic Materials
JAYBARMARU.NS,Jay Bharat Maruti Limited,NSE,Consumer Cyclical
JAYNECOIND.NS,Jayaswal Neco Industries Limited,NSE,Basic Materials
JAYSREETEA.NS,Jayshree Tea & Industries Limited,NSE,Consumer Defensive
JBCHEPHARM.NS,JB Chemicals & Pharmaceuticals Limited,NSE,Healthcare
JBMA.NS,JBM Auto Limited,NSE,Consumer Cyclical
JCHAC.NS,Johnson Controls - Hitachi Air Conditioning India Limited,NSE,Consumer Cyclical
JETFREIGHT.NS,Jet Freight Logistics Limited,NSE,Industrials
JGCHEM.NS,J.G.Chemicals Limited,NSE,Basic Materials
JHS.NS,JHS Svendgaard Laboratories Limited,NSE,Consumer Defensive
JINDALPHOT.NS,Jindal Photo Limited,NSE,Financial Services
JINDALPOLY.NS,Jindal Poly Films Limited,NSE,Consumer Cyclical
JINDALSAW.NS,Jindal Saw Limited,NSE,Basic Materials
JINDALSTEL.NS,JINDAL STEEL LIMITED,NSE,Basic Materials
JINDRILL.NS,Jindal Drilling And Industries Limited,NSE,Energy
JINDWORLD.NS,Jindal Worldwide Limited,NSE,Consumer Cyclical
JIOFIN.NS,Jio Financial Services Limited,NSE,Financial Services
JISLDVREQS.NS,Jain Irrigation Systems Limited,NSE,Industrials
JISLJALEQS.NS,Jain Irrigation Systems Limited,NSE,Industrials
JITFINFRA.NS,JITF Infralogistics Limited,NSE,Industrials
JKCEMENT.NS,JK Cement Limited,NSE,Basic Materials
JKIL.NS,J.Kumar Infraprojects Limited,NSE,Industrials
JKIPL.NS,Jinkushal Industries Limited,NSE,Industrials
JKLAKSHMI.NS,JK Lakshmi Cement Limited,NSE,Basic Materials
JKPAPER.NS,JK Paper Limited,NSE,Basic Materials
JKTYRE.NS,JK Tyre & Industries Limited,NSE,Consumer Cyclical
JLHL.NS,Jupiter Life Line Hospitals Limited,NSE,Healthcare
JMA.NS,Jullundur Motor Agency (Delhi) Limited,NSE,Consumer Cyclical
JMFINANCIL.NS,JM Financial Limited,NSE,Financial Services
JNKINDIA.NS,JNK India Limited,NSE,Industrials
JOCIL.NS,Jocil Limited,NSE,Basic Materials
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,NSE,Financial Services
JPPOWER.NS,Jaiprakash Power Ventures Limited,NSE,Utilities
JSFB.NS,Jana Small Finance Bank Limited,NSE,Financial Services
JSL.NS,Jindal Stainless Limited,NSE,Basic Materials
JSLL.NS,Jeena Sikho Lifecare Limited,NSE,Healthcare
JSWCEMENT.NS,JSW Cement Limited,NSE,Basic Materials
JSWENERGY.NS,JSW Energy Limited,NSE,Utilities
JSWHL.NS,JSW Holdings Limited,NSE,Industrials
JSWINFRA.NS,JSW Infrastructure Limited,NSE,Industrials
JSWSTEEL.NS,JSW Steel Limited,NSE,Basic Materials
JTEKTINDIA.NS,Jtekt India Limited,NSE,Consumer Cyclical
JTLIND.NS,JTL INDUSTRIES LIMITED,NSE,Basic Materials
JUBLCPL.NS,Jubilant Agri and Consumer Products Limited,NSE,Basic Materials
JUBLFOOD.NS,Jubilant Foodworks Limited,NSE,Consumer Cyclical
JUBLINGREA.NS,Jubilant Ingrevia Limited,NSE,Basic Materials
JUBLPHARMA.NS,Jubilant Pharmova Limited,NSE,Healthcare
JUNIPER.NS,Juniper Hotels Limited,NSE,Consumer Cyclical
JUSTDIAL.NS,Just Dial Limited,NSE,Communication Services
JWL.NS,Jupiter Wagons Limited,NSE,Industrials
JYOTHYLAB.NS,Jyothy Labs Limited,NSE,Consumer Defensive
JYOTICNC.NS,Jyoti CNC Automation Limited,NSE,Industrials
JYOTISTRUC.NS,Jyoti Structures Limited,NSE,Industrials
KABRAEXTRU.NS,Kabra Extrusion Technik Limited,NSE,Industrials
KAJARIACER.NS,Kajaria Ceramics Limited,NSE,Industrials
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited,NSE,Basic Materials
KALAMANDIR.NS,Sai Silks (Kalamandir) Limited,NSE,Consumer Cyclical
KALPATARU.NS,Kalpataru Limited,NSE,Real Estate
KALYANI.NS,Kalyani Commercials Limited,NSE,Consumer Cyclical
KALYANIFRG.NS,Kalyani Forge Limited,NSE,Consumer Cyclical
KALYANKJIL.NS,Kalyan Jewellers India Limited,NSE,Consumer Cyclical
KAMATHOTEL.NS,Kamat Hotels (I) Limited,NSE,Consumer Cyclical
KAMDHENU.NS,Kamdhenu Limited,NSE,Basic Materials
KAMOPAINTS.NS,Kamdhenu Ventures Limited,NSE,Basic Materials
KANANIIND.NS,Kanani Industries Limited,NSE,Consumer Cyclical
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,NSE,Basic Materials
KANPRPLA.NS,Kanpur Plastipack Limited,NSE,Consumer Cyclical
KANSAINER.NS,Kansai Nerolac Paints Limited,NSE,Basic Materials
KAPSTON.NS,Kapston Services Limited,NSE,Industrials
KARMAENG.NS,Karma Energy Limited,NSE,Utilities
KARURVYSYA.NS,Karur Vysya Bank Limited,NSE,Financial Services
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,NSE,Industrials
KAVDEFENCE.NS,Kavveri Defence & Wireless Technologies Limited,NSE,Technology
KAYA.NS,Kaya Limited,NSE,Consumer Defensive
KAYNES.NS,Kaynes Technology India Limited,NSE,Technology
KCP.NS,KCP Limited,NSE,Basic Materials
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,NSE,Consumer Defensive
KDDL.NS,KDDL Limited,NSE,Consumer Cyclical
KEC.NS,KEC International Limited,NSE,Industrials
KECL.NS,Kirloskar Electric Company Limited,NSE,Industrials
KEEPLEARN.NS,DSJ Keep Learning Limited,NSE,Consumer Defensive
KEI.NS,KEI Industries Limited,NSE,Industrials
KELLTONTEC.NS,Kellton Tech Solutions Limited,NSE,Technology
KERNEX.NS,Kernex Microsystems (India) Limited,NSE,Technology
KESORAMIND.NS,Kesoram Industries Limited,NSE,Basic Materials
KEYFINSERV.NS,Keynote Financial Services Limited,NSE,Financial Services
KFINTECH.NS,Kfin Technologies Limited,NSE,Technology
KHADIM.NS,Khadim India Limited,NSE,Consumer Cyclical
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,NSE,Basic Materials
KHAITANLTD.NS,Khaitan (India) Limited,NSE,Consumer Cyclical
KHANDSE.NS,Khandwala Securities Limited,NSE,Financial Services
KICL.NS,Kalyani Investment Company Limited,NSE,Financial Services
KILITCH.NS,Kilitch Drugs (India) Limited,NSE,Healthcare
KIMS.NS,Krishna Institute of Medical Sciences Limited,NSE,Healthcare
KINGFA.NS,Kingfa Science & Technology (India) Limited,NSE,Basic Materials
KIOCL.NS,KIOCL Limited,NSE,Basic Materials
KIRIINDUS.NS,Kiri Industries Limited,NSE,Basic Materials
KIRLOSBROS.NS,Kirloskar Brothers Limited,NSE,Industrials
KIRLOSENG.NS,Kirloskar Oil Engines Limited,NSE,Industrials
KIRLOSIND.NS,Kirloskar Industries Limited,NSE,Industrials
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,NSE,Industrials
KITEX.NS,Kitex Garments Limited,NSE,Consumer Cyclical
KKCL.NS,Kewal Kiran Clothing Limited,NSE,Consumer Cyclical
KMEW.NS,Knowledge Marine & Engineering Works Limited,NSE,Industrials
KMSUGAR.NS,K.M.Sugar Mills Limited,NSE,Consumer Defensive
KNRCON.NS,KNR Constructions Limited,NSE,Industrials
KOHINOOR.NS,Kohinoor Foods Limited,NSE,Consumer Defensive
KOKUYOCMLN.NS,Kokuyo Camlin Limited,NSE,Industrials
KOLTEPATIL.NS,Kolte - Patil Developers Limited,NSE,Real Estate
KOPRAN.NS,Kopran Limited,NSE,Healthcare
KOTAKBANK.NS,Kotak Mahindra Bank Limited,NSE,Financial Services
KOTARISUG.NS,Kothari Sugars And Chemicals Limited,NSE,Consumer Defensive
KOTHARIPET.NS,Kothari Petrochemicals Limited,NSE,Basic Materials
KOTHARIPRO.NS,Kothari Products Limited,NSE,Industrials
KPEL.NS,K.P. Energy Limited,NSE,Industrials
KPIGREEN.NS,KPI Green Energy Limited,NSE,Utilities
KPIL.NS,Kalpataru Projects International Limited,NSE,Industrials
KPITTECH.NS,KPIT Technologies Limited,NSE,Technology
KPRMILL.NS,K.P.R. Mill Limited,NSE,Consumer Cyclical
KRBL.NS,KRBL Limited,NSE,Consumer Defensive
KREBSBIO.NS,Krebs Biochemicals and Industries Limited,NSE,Healthcare
KRIDHANINF.NS,Kridhan Infra Limited,NSE,Basic Materials
KRISHANA.NS,Krishana Phoschem Limited,NSE,Basic Materials
KRISHIVAL.NS,Krishival Foods Limited,NSE,Consumer Defensive
KRITI.NS,Kriti Industries (India) Limited,NSE,Industrials
KRITIKA.NS,Kritika Wires Limited,NSE,Basic Materials
KRITINUT.NS,Kriti Nutrients Limited,NSE,Consumer Defensive
KRN.NS,KRN Heat Exchanger and Refrigeration Limited,NSE,Technology
KRONOX.NS,Kronox Lab Sciences Limited,NSE,Basic Materials
KROSS.NS,Kross Limited,NSE,Consumer Cyclical
KRSNAA.NS,Krsnaa Diagnostics Limited,NSE,Healthcare
KRYSTAL.NS,Krystal Integrated Services Limited,NSE,Industrials
KSB.NS,Ksb Limited,NSE,Industrials
KSCL.NS,Kaveri Seed Company Limited,NSE,Basic Materials
KSHITIJPOL.NS,Kshitij Polyline Limited,NSE,Industrials
KSL.NS,Kalyani Steels Limited,NSE,Basic Materials
KSOLVES.NS,Ksolves India Limited,NSE,Technology
KTKBANK.NS,The Karnataka Bank Limited,NSE,Financial Services
KUANTUM.NS,Kuantum Papers Limited,NSE,Basic Materials
LAGNAM.NS,Lagnam Spintex Limited,NSE,Consumer Cyclical
LAKPRE.NS,Lakshmi Precision Screws Limited,NSE,Industrials
LAL.NS,Lorenzini Apparels Limited,NSE,Consumer Cyclical
LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,NSE,Healthcare
LAMBODHARA.NS,Lambodhara Textiles Limited,NSE,Consumer Cyclical
LANCORHOL.NS,Lancor Holdings Limited,NSE,Real Estate
LANDMARK.NS,Landmark Cars Limited,NSE,Consumer Cyclical
LAOPALA.NS,La Opala RG Limited,NSE,Consumer Cyclical
LASA.NS,Lasa Supergenerics Limited,NSE,Healthcare
LATENTVIEW.NS,Latent View Analytics Limited,NSE,Industrials
LATTEYS.NS,Latteys Industries Limited,NSE,Industrials
LAURUSLABS.NS,Laurus Labs Limited,NSE,Healthcare
LAXMICOT.NS,Laxmi Cotspin Limited,NSE,Consumer Cyclical
LAXMIDENTL.NS,Laxmi Dental Limited,NSE,Healthcare
LAXMIINDIA.NS,Laxmi India Finance Limited,NSE,Financial Services
LCCINFOTEC.NS,LCC Infotech Limited,NSE,Consumer Defensive
LEMONTREE.NS,Lemon Tree Hotels Limited,NSE,Consumer Cyclical
LEXUS.NS,Lexus Granito (India) Limited,NSE,Industrials
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,NSE,Financial Services
LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,NSE,Consumer Cyclical
LGEINDIA.NS,LG Electronics India Limited,NSE,Technology
LGHL.NS,Laxmi Goldorna House Limited,NSE,Consumer Cyclical
LIBAS.NS,Libas Consumer Products Limited,NSE,Consumer Cyclical
LIBERTSHOE.NS,Liberty Shoes Limited,NSE,Consumer Cyclical
LICHSGFIN.NS,LIC Housing Finance Limited,NSE,Financial Services
LICI.NS,Life Insurance Corporation Of India,NSE,Financial Services
LIKHITHA.NS,Likhitha Infrastructure Limited,NSE,Energy
LINC.NS,Linc Limited,NSE,Industrials
LINCOLN.NS,Lincoln Pharmaceuticals Limited,NSE,Healthcare
LINDEINDIA.NS,Linde India Limited,NSE,Basic Materials
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,NSE,Industrials
LLOYDSENT.NS,Lloyds Enterprises Limited,NSE,Basic Materials
LLOYDSME.NS,Lloyds Metals And Energy Limited,NSE,Basic Materials
LMW.NS,LMW Limited,NSE,Industrials
LODHA.NS,Lodha Developers Limited,NSE,Real Estate
LOKESHMACH.NS,Lokesh Machines Limited,NSE,Industrials
LORDSCHLO.NS,Lords Chloro Alkali Limited,NSE,Basic Materials
LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,NSE,Industrials
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,NSE,Healthcare
LOVABLE.NS,Lovable Lingerie Limited,NSE,Consumer Cyclical
LOYALTEX.NS,Loyal Textile Mills Limited,NSE,Consumer Cyclical
LPDC.NS,Landmark Property Development Company Limited,NSE,Real Estate
LT.NS,Larsen & Toubro Limited,NSE,Industrials
LTF.NS,L&T Finance Limited,NSE,Financial Services
LTFOODS.NS,LT Foods Limited,NSE,Consumer Defensive
LTIM.NS,LTIMindtree Limited,NSE,Technology
LTTS.NS,L&T Technology Services Limited,NSE,Technology
LUMAXIND.NS,Lumax Industries Limited,NSE,Consumer Cyclical
LUMAXTECH.NS,Lumax Auto Technologies Limited,NSE,Consumer Cyclical
LUPIN.NS,Lupin Limited,NSE,Healthcare
LUXIND.NS,Lux Industries Limited,NSE,Consumer Cyclical
LXCHEM.NS,Laxmi Organic Industries Limited,NSE,Basic Materials
LYKALABS.NS,Lyka Labs Limited,NSE,Healthcare
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,NSE,Consumer Cyclical
M&M.NS,Mahindra & Mahindra Limited,NSE,Consumer Cyclical
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,NSE,Financial Services
MAANALU.NS,Maan Aluminium Limited,NSE,Basic Materials
MACPOWER.NS,Macpower CNC Machines Limited,NSE,Industrials
MADHAV.NS,Madhav Marbles and Granites Limited,NSE,Industrials
MADHUCON.NS,Madhucon Projects Limited,NSE,Industrials
MADRASFERT.NS,Madras Fertilizers Limited,NSE,Basic Materials
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,NSE,Consumer Defensive
MAGNUM.NS,Magnum Ventures Limited,NSE,Basic Materials
MAHABANK.NS,Bank of Maharashtra,NSE,Financial Services
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,NSE,Financial Services
MAHASTEEL.NS,Mahamaya Steel Industries Limited,NSE,Basic Materials
MAHEPC.NS,Mahindra EPC Irrigation Limited,NSE,Industrials
MAHESHWARI.NS,Maheshwari Logistics Limited,NSE,Industrials
MAHLIFE.NS,Mahindra Lifespace Developers Limited,NSE,Real Estate
MAHLOG.NS,Mahindra Logistics Limited,NSE,Industrials
MAHSCOOTER.NS,Maharashtra Scooters Limited,NSE,Financial Services
MAHSEAMLES.NS,Maharashtra Seamless Limited,NSE,Basic Materials
MAITHANALL.NS,Maithan Alloys Limited,NSE,Basic Materials
MALLCOM.NS,Mallcom (India) Limited,NSE,Industrials
MALUPAPER.NS,Malu Paper Mills Limited,NSE,Basic Materials
MAMATA.NS,Mamata Machinery Limited,NSE,Industrials
MANAKALUCO.NS,Manaksia Aluminium Company Limited,NSE,Basic Materials
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,NSE,Industrials
MANAKSIA.NS,Manaksia Limited,NSE,Industrials
MANAKSTEEL.NS,Manaksia Steels Limited,NSE,Basic Materials
MANALIPETC.NS,Manali Petrochemicals Limited,NSE,Basic Materials
MANAPPURAM.NS,Manappuram Finance Limited,NSE,Financial Services
MANBA.NS,Manba Finance Limited,NSE,Financial Services
MANCREDIT.NS,Mangal Credit and Fincorp Limited,NSE,Financial Services
MANGALAM.NS,Mangalam Drugs And Organics Limited,NSE,Healthcare
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,NSE,Basic Materials
MANGLMCEM.NS,Mangalam Cement Limited,NSE,Basic Materials
MANINDS.NS,Man Industries (India) Limited,NSE,Basic Materials
MANINFRA.NS,Man Infraconstruction Limited,NSE,Industrials
MANKIND.NS,Mankind Pharma Limited,NSE,Healthcare
MANOMAY.NS,Manomay Tex India Limited,NSE,Consumer Cyclical
MANORAMA.NS,Manorama Industries Limited,NSE,Consumer Defensive
MANORG.NS,Mangalam Organics Limited,NSE,Basic Materials
MANUGRAPH.NS,Manugraph India Limited,NSE,Industrials
MANYAVAR.NS,Vedant Fashions Limited,NSE,Consumer Cyclical
MAPMYINDIA.NS,C.E. Info Systems Limited,NSE,Technology
MARALOVER.NS,Maral Overseas Limited,NSE,Consumer Cyclical
MARATHON.NS,Marathon Nextgen Realty Limited,NSE,Real Estate
MARICO.NS,Marico Limited,NSE,Consumer Defensive
MARINE.NS,Marine Electricals (India) Limited,NSE,Industrials
MARKOLINES.NS,Markolines Pavement Technologies Limited,NSE,Industrials
MARKSANS.NS,Marksans Pharma Limited,NSE,Healthcare
MARUTI.NS,Maruti Suzuki India Limited,NSE,Consumer Cyclical
MASFIN.NS,MAS Financial Services Limited,NSE,Financial Services
MASKINVEST.NS,Mask Investments Limited,NSE,Financial Services
MASTEK.NS,Mastek Limited,NSE,Technology
MASTERTR.NS,Master Trust Limited,NSE,Financial Services
MATRIMONY.NS,Matrimony.Com Limited,NSE,Communication Services
MAWANASUG.NS,Mawana Sugars Limited,NSE,Consumer Defensive
MAXESTATES.NS,Max Estates Limited,NSE,Real Estate
MAXHEALTH.NS,Max Healthcare Institute Limited,NSE,Healthcare
MAXIND.NS,Max India Limited,NSE,Healthcare
MAYURUNIQ.NS,Mayur Uniquoters Ltd,NSE,Consumer Cyclical
MAZDA.NS,Mazda Limited,NSE,Industrials
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,NSE,Industrials
MBAPL.NS,Madhya Bharat Agro Products Limited,NSE,Basic Materials
MBEL.NS,M & B Engineering Limited,NSE,Industrials
MBLINFRA.NS,MBL Infrastructure Limited,NSE,Industrials
MCL.NS,Madhav Copper Limited,NSE,Basic Materials
MCLEODRUSS.NS,Mcleod Russel India Limited,NSE,Consumer Defensive
MCLOUD.NS,Magellanic Cloud Limited,NSE,Technology
MCX.NS,Multi Commodity Exchange of India Limited,NSE,Financial Services
MEDANTA.NS,Global Health Limited,NSE,Healthcare
MEDIASSIST.NS,Medi Assist Healthcare Services Limited,NSE,Healthcare
MEDICAMEQ.NS,Medicamen Biotech Limited,NSE,Healthcare
MEDICO.NS,Medico Remedies Limited,NSE,Healthcare
MEDPLUS.NS,Medplus Health Services Limited,NSE,Healthcare
MEGASOFT.NS,Megasoft Limited,NSE,Healthcare
MEGASTAR.NS,Megastar Foods Limited,NSE,Consumer Defensive
MEIL.NS,Mangal Electrical Industries Limited,NSE,Industrials
MENONBE.NS,Menon Bearings Limited,NSE,Consumer Cyclical
MEP.NS,MEP Infrastructure Developers Limited,NSE,Industrials
METROBRAND.NS,Metro Brands Limited,NSE,Consumer Cyclical
METROPOLIS.NS,Metropolis Healthcare Limited,NSE,Healthcare
