symbol,name,exchange,sector
MFML.NS,Mahalaxmi Fabric Mills Limited,NSE,Consumer Cyclical
MFSL.NS,Max Financial Services Limited,NSE,Financial Services
MGEL.NS,Mangalam Global Enterprise Limited,NSE,Consumer Defensive
MGL.NS,Mahanagar Gas Limited,NSE,Utilities
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,NSE,Consumer Cyclical
MHRIL.NS,Mahindra Holidays & Resorts India Limited,NSE,Consumer Cyclical
MICEL.NS,MIC Electronics Limited,NSE,Technology
MIDHANI.NS,Mishra Dhatu Nigam Limited,NSE,Basic Materials
MIDWESTLTD.NS,Midwest Limited,NSE,Unknown
MINDACORP.NS,Minda Corporation Limited,NSE,Consumer Cyclical
MINDTECK.NS,Mindteck (India) Limited,NSE,Technology
MIRCELECTR.NS,MIRC Electronics Limited,NSE,Consumer Cyclical
MIRZAINT.NS,Mirza International Limited,NSE,Consumer Cyclical
MITCON.NS,MITCON Consultancy & Engineering Services Limited,NSE,Industrials
MITTAL.NS,Mittal Life Style Limited,NSE,Consumer Cyclical
MKPL.NS,M K Proteins Limited,NSE,Consumer Defensive
MMFL.NS,MM Forgings Limited,NSE,Industrials
MMP.NS,MMP Industries Limited,NSE,Basic Materials
MMTC.NS,MMTC Limited,NSE,Industrials
MOBIKWIK.NS,One Mobikwik Systems Limited,NSE,Technology
MODIRUBBER.NS,Modi Rubber Limited,NSE,Real Estate
MODISONLTD.NS,MODISON LIMITED,NSE,Industrials
MODTHREAD.NS,Modern Threads (India) Limited,NSE,Consumer Cyclical
MOHITIND.NS,Mohit Industries Limited,NSE,Consumer Cyclical
MOIL.NS,MOIL Limited,NSE,Basic Materials
MOKSH.NS,Moksh Ornaments Limited,NSE,Consumer Cyclical
MOL.NS,Meghmani Organics Limited,NSE,Basic Materials
MOLDTECH.NS,Mold-Tek Technologies Limited,NSE,Industrials
MOLDTKPAC.NS,Mold-Tek Packaging Limited,NSE,Consumer Cyclical
MONARCH.NS,Monarch Networth Capital Limited,NSE,Financial Services
MONEYBOXX.NS,Moneyboxx Finance Limited,NSE,Financial Services
MONTECARLO.NS,Monte Carlo Fashions Limited,NSE,Consumer Cyclical
MORARJEE.NS,Morarjee Textiles Limited,NSE,Consumer Cyclical
MOREPENLAB.NS,Morepen Laboratories Limited,NSE,Healthcare
MOSCHIP.NS,Moschip Technologies Limited,NSE,Technology
MOTHERSON.NS,Samvardhana Motherson International Limited,NSE,Consumer Cyclical
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,NSE,Financial Services
MOTISONS.NS,Motisons Jewellers Limited,NSE,Consumer Cyclical
MOTOGENFIN.NS,The Motor & General Finance Limited,NSE,Real Estate
MPHASIS.NS,MphasiS Limited,NSE,Technology
MPSLTD.NS,MPS Limited,NSE,Communication Services
MRF.NS,MRF Limited,NSE,Consumer Cyclical
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,NSE,Energy
MSPL.NS,MSP Steel & Power Limited,NSE,Basic Materials
MSTCLTD.NS,Mstc Limited,NSE,Industrials
MSUMI.NS,Motherson Sumi Wiring India Limited,NSE,Consumer Cyclical
MTARTECH.NS,Mtar Technologies Limited,NSE,Industrials
MTEDUCARE.NS,MT Educare Limited,NSE,Consumer Defensive
MTNL.NS,Mahanagar Telephone Nigam Limited,NSE,Communication Services
MUFIN.NS,Mufin Green Finance Limited,NSE,Financial Services
MUFTI.NS,Credo Brands Marketing Limited,NSE,Consumer Cyclical
MUKANDLTD.NS,Mukand Limited,NSE,Basic Materials
MUKKA.NS,Mukka Proteins Limited,NSE,Consumer Defensive
MUKTAARTS.NS,Mukta Arts Limited,NSE,Communication Services
MUNJALAU.NS,Munjal Auto Industries Limited,NSE,Consumer Cyclical
MUNJALSHOW.NS,Munjal Showa Limited,NSE,Consumer Cyclical
MURUDCERA.NS,Murudeshwar Ceramics Limited,NSE,Industrials
MUTHOOTCAP.NS,Muthoot Capital Services Limited,NSE,Financial Services
MUTHOOTFIN.NS,Muthoot Finance Limited,NSE,Financial Services
MUTHOOTMF.NS,Muthoot Microfin Limited,NSE,Financial Services
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,NSE,Consumer Cyclical
MWL.NS,Mangalam Worldwide Limited,NSE,Basic Materials
NACLIND.NS,NACL Industries Limited,NSE,Basic Materials
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,NSE,Basic Materials
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,NSE,Financial Services
NAGREEKEXP.NS,Nagreeka Exports Limited,NSE,Consumer Cyclical
NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSE,Financial Services
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,NSE,Consumer Cyclical
NAHARPOLY.NS,Nahar Poly Films Limited,NSE,Consumer Cyclical
NAHARSPING.NS,Nahar Spinning Mills Limited,NSE,Consumer Cyclical
NAM-INDIA.NS,Nippon Life India Asset Management Limited,NSE,Financial Services
NARMADA.NS,Narmada Agrobase Limited,NSE,Basic Materials
NATCAPSUQ.NS,Natural Capsules Limited,NSE,Healthcare
NATCOPHARM.NS,Natco Pharma Limited,NSE,Healthcare
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,NSE,Basic Materials
NATIONALUM.NS,National Aluminium Company Limited,NSE,Basic Materials
NAUKRI.NS,Info Edge (India) Limited,NSE,Communication Services
NAVA.NS,NAVA LIMITED,NSE,Industrials
NAVINFLUOR.NS,Navin Fluorine International Limited,NSE,Basic Materials
NAVKARCORP.NS,Navkar Corporation Limited,NSE,Industrials
NAVKARURB.NS,Navkar Urbanstructure Limited,NSE,Basic Materials
NAVNETEDUL.NS,Navneet Education Limited,NSE,Communication Services
NAZARA.NS,Nazara Technologies Limited,NSE,Communication Services
NBCC.NS,NBCC (India) Limited,NSE,Industrials
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,NSE,Financial Services
NCC.NS,NCC Limited,NSE,Industrials
NCLIND.NS,NCL Industries Limited,NSE,Basic Materials
NDGL.NS,Naga Dhunseri Group Limited,NSE,Financial Services
NDL.NS,Nandan Denim Limited,NSE,Consumer Cyclical
NDLVENTURE.NS,NDL Ventures Limited,NSE,Communication Services
NDRAUTO.NS,Ndr Auto Components Limited,NSE,Consumer Cyclical
NDTV.NS,New Delhi Television Limited,NSE,Communication Services
NECCLTD.NS,North Eastern Carrying Corporation Limited,NSE,Industrials
NECLIFE.NS,Nectar Lifesciences Limited,NSE,Healthcare
NELCAST.NS,Nelcast Limited,NSE,Industrials
NELCO.NS,NELCO Limited,NSE,Technology
NEOGEN.NS,Neogen Chemicals Limited,NSE,Basic Materials
NESCO.NS,Nesco Limited,NSE,Industrials
NESTLEIND.NS,Nestle India Limited,NSE,Consumer Defensive
NETWEB.NS,Netweb Technologies India Limited,NSE,Technology
NETWORK18.NS,Network18 Media & Investments Limited,NSE,Communication Services
NEULANDLAB.NS,Neuland Laboratories Limited,NSE,Healthcare
NEWGEN.NS,Newgen Software Technologies Limited,NSE,Technology
NEXTMEDIA.NS,Next Mediaworks Limited,NSE,Communication Services
NFL.NS,National Fertilizers Limited,NSE,Basic Materials
NGIL.NS,Nakoda Group of Industries Limited,NSE,Consumer Defensive
NGLFINE.NS,NGL Fine-Chem Limited,NSE,Healthcare
NH.NS,Narayana Hrudayalaya Ltd.,NSE,Healthcare
NHPC.NS,NHPC Limited,NSE,Utilities
NIACL.NS,The New India Assurance Company Limited,NSE,Financial Services
NIBE.NS,NIBE Limited,NSE,Industrials
NIBL.NS,NRB Industrial Bearings Limited,NSE,Industrials
NIITLTD.NS,NIIT Limited,NSE,Consumer Defensive
NIITMTS.NS,NIIT Learning Systems Limited,NSE,Consumer Defensive
NILAINFRA.NS,Nila Infrastructures Limited,NSE,Real Estate
NILASPACES.NS,Nila Spaces Limited,NSE,Real Estate
NILKAMAL.NS,Nilkamal Limited,NSE,Consumer Cyclical
NINSYS.NS,NINtec Systems Limited,NSE,Technology
NIPPOBATRY.NS,Indo-National Limited,NSE,Industrials
NIRAJ.NS,Niraj Cement Structurals Limited,NSE,Industrials
NIRAJISPAT.NS,Niraj Ispat Industries Limited,NSE,Consumer Cyclical
NITCO.NS,Nitco Limited,NSE,Industrials
NITINSPIN.NS,Nitin Spinners Limited,NSE,Consumer Cyclical
NITIRAJ.NS,Nitiraj Engineers Limited,NSE,Technology
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,NSE,Financial Services
NKIND.NS,NK Industries Limited,NSE,Consumer Defensive
NLCINDIA.NS,NLC India Limited,NSE,Utilities
NMDC.NS,NMDC Limited,NSE,Basic Materials
NOCIL.NS,NOCIL Limited,NSE,Basic Materials
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSE,Industrials
NORBTEAEXP.NS,Norben Tea & Exports Limited,NSE,Consumer Defensive
NORTHARC.NS,Northern Arc Capital Limited,NSE,Financial Services
NOVAAGRI.NS,Nova Agritech Limited,NSE,Basic Materials
NPST.NS,Network People Services Technologies Limited,NSE,Technology
NRAIL.NS,N R Agarwal Industries Limited,NSE,Basic Materials
NRBBEARING.NS,NRB Bearing Limited,NSE,Consumer Cyclical
NRL.NS,Nupur Recyclers Limited,NSE,Industrials
NSIL.NS,Nalwa Sons Investments Limited,NSE,Financial Services
NSLNISP.NS,NMDC Steel Limited,NSE,Basic Materials
NTPC.NS,NTPC Limited,NSE,Utilities
NTPCGREEN.NS,NTPC Green Energy Limited,NSE,Utilities
NUCLEUS.NS,Nucleus Software Exports Limited,NSE,Technology
NURECA.NS,Nureca Limited,NSE,Healthcare
NUVAMA.NS,Nuvama Wealth Management Limited,NSE,Financial Services
NUVOCO.NS,Nuvoco Vistas Corporation Limited,NSE,Basic Materials
NYKAA.NS,FSN E-Commerce Ventures Limited,NSE,Consumer Cyclical
OAL.NS,Oriental Aromatics Limited,NSE,Basic Materials
OBCL.NS,Orissa Bengal Carrier Limited,NSE,Industrials
OBEROIRLTY.NS,Oberoi Realty Limited,NSE,Real Estate
OCCLLTD.NS,OCCL Limited,NSE,Basic Materials
ODIGMA.NS,Odigma Consultancy Solutions Limited,NSE,Communication Services
OFSS.NS,Oracle Financial Services Software Limited,NSE,Technology
OIL.NS,Oil India Limited,NSE,Energy
OILCOUNTUB.NS,Oil Country Tubular Limited,NSE,Energy
OLAELEC.NS,Ola Electric Mobility Limited,NSE,Consumer Cyclical
OLECTRA.NS,Olectra Greentech Limited,NSE,Industrials
OMAXAUTO.NS,Omax Autos Limited,NSE,Consumer Cyclical
OMAXE.NS,Omaxe Limited,NSE,Real Estate
OMFREIGHT.NS,Om Freight Forwarders Limited,NSE,Industrials
OMINFRAL.NS,OM INFRA LIMITED,NSE,Industrials
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,NSE,Basic Materials
ONELIFECAP.NS,Onelife Capital Advisors Limited,NSE,Financial Services
ONEPOINT.NS,One Point One Solutions Limited,NSE,Industrials
ONESOURCE.NS,Onesource Specialty Pharma Limited,NSE,Healthcare
ONGC.NS,Oil & Natural Gas Corporation Limited,NSE,Energy
ONMOBILE.NS,OnMobile Global Limited,NSE,Communication Services
ONWARDTEC.NS,Onward Technologies Limited,NSE,Technology
OPTIEMUS.NS,Optiemus Infracom Limited,NSE,Technology
ORBTEXP.NS,Orbit Exports Limited,NSE,Consumer Cyclical
ORCHASP.NS,Orchasp Limited,NSE,Technology
ORCHPHARMA.NS,Orchid Pharma Limited,NSE,Healthcare
ORICONENT.NS,Oricon Enterprises Limited,NSE,Consumer Cyclical
ORIENTALTL.NS,Oriental Trimex Limited,NSE,Industrials
ORIENTBELL.NS,Orient Bell Limited,NSE,Industrials
ORIENTCEM.NS,Orient Cement Limited,NSE,Basic Materials
ORIENTCER.NS,ORIENT CERATECH LIMITED,NSE,Basic Materials
ORIENTELEC.NS,Orient Electric Limited,NSE,Consumer Cyclical
ORIENTHOT.NS,Oriental Hotels Limited,NSE,Consumer Cyclical
ORIENTLTD.NS,Orient Press Limited,NSE,Consumer Cyclical
ORIENTPPR.NS,Orient Paper & Industries Limited,NSE,Basic Materials
ORIENTTECH.NS,Orient Technologies Limited,NSE,Technology
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,NSE,Basic Materials
ORTEL.NS,Ortel Communications Limited,NSE,Communication Services
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,NSE,Healthcare
OSIAHYPER.NS,Osia Hyper Retail Limited,NSE,Consumer Cyclical
OSWALAGRO.NS,Oswal Agro Mills Limited,NSE,Real Estate
OSWALGREEN.NS,Oswal Greentech Limited,NSE,Financial Services
OSWALPUMPS.NS,Oswal Pumps Limited,NSE,Industrials
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,NSE,Basic Materials
PACEDIGITK.NS,Pace Digitek Limited,NSE,Technology
PAGEIND.NS,Page Industries Limited,NSE,Consumer Cyclical
PAISALO.NS,Paisalo Digital Limited,NSE,Financial Services
PAKKA.NS,PAKKA LIMITED,NSE,Basic Materials
PALASHSECU.NS,Palash Securities Limited,NSE,Consumer Defensive
PALREDTEC.NS,Palred Technologies Limited,NSE,Technology
PANACEABIO.NS,Panacea Biotec Limited,NSE,Healthcare
PANACHE.NS,Panache Digilife Limited,NSE,Technology
PANAMAPET.NS,Panama Petrochem Limited,NSE,Energy
PANSARI.NS,Pansari Developers Limited,NSE,Real Estate
PAR.NS,Par Drugs And Chemicals Limited,NSE,Healthcare
PARACABLES.NS,Paramount Communications Limited,NSE,Technology
PARADEEP.NS,Paradeep Phosphates Limited,NSE,Basic Materials
PARAGMILK.NS,Parag Milk Foods Limited,NSE,Consumer Defensive
PARAS.NS,Paras Defence and Space Technologies Limited,NSE,Industrials
PARASPETRO.NS,Paras Petrofils Limited,NSE,Consumer Cyclical
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,NSE,Consumer Cyclical
PARSVNATH.NS,Parsvnath Developers Limited,NSE,Real Estate
PASHUPATI.NS,Pashupati Cotspin Limited,NSE,Consumer Cyclical
PASUPTAC.NS,Pasupati Acrylon Limited,NSE,Consumer Cyclical
PATANJALI.NS,Patanjali Foods Limited,NSE,Consumer Defensive
PATELENG.NS,Patel Engineering Limited,NSE,Industrials
PATELRMART.NS,Patel Retail Limited,NSE,Consumer Cyclical
PATINTLOG.NS,Patel Integrated Logistics Limited,NSE,Industrials
PAVNAIND.NS,Pavna Industries Limited,NSE,Consumer Cyclical
PAYTM.NS,One 97 Communications Limited,NSE,Technology
PCBL.NS,PCBL Chemical Limited,NSE,Basic Materials
PCJEWELLER.NS,PC Jeweller Limited,NSE,Consumer Cyclical
PDMJEPAPER.NS,Pudumjee Paper Products Limited,NSE,Basic Materials
PDSL.NS,PDS Limited,NSE,Industrials
PEARLPOLY.NS,Pearl Polymers Limited,NSE,Consumer Cyclical
PENIND.NS,Pennar Industries Limited,NSE,Industrials
PENINLAND.NS,Peninsula Land Limited,NSE,Real Estate
PERSISTENT.NS,Persistent Systems Limited,NSE,Technology
PETRONET.NS,Petronet LNG Limited,NSE,Energy
PFC.NS,Power Finance Corporation Limited,NSE,Financial Services
PFIZER.NS,Pfizer Limited,NSE,Healthcare
PFOCUS.NS,Prime Focus Limited,NSE,Communication Services
PFS.NS,PTC India Financial Services Limited,NSE,Financial Services
PGEL.NS,PG Electroplast Limited,NSE,Technology
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,NSE,Consumer Defensive
PGHL.NS,Procter & Gamble Health Limited,NSE,Healthcare
PGIL.NS,Pearl Global Industries Limited,NSE,Consumer Cyclical
PHOENIXLTD.NS,The Phoenix Mills Limited,NSE,Real Estate
PICCADIL.NS,Piccadily Agro Industries Limited,NSE,Consumer Defensive
PIDILITIND.NS,Pidilite Industries Limited,NSE,Basic Materials
PIGL.NS,Power & Instrumentation (Gujarat) Limited,NSE,Industrials
PIIND.NS,PI Industries Limited,NSE,Basic Materials
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,NSE,Financial Services
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,NSE,Consumer Cyclical
PIONEEREMB.NS,Pioneer Embroideries Limited,NSE,Consumer Cyclical
PITTIENG.NS,Pitti Engineering Limited,NSE,Industrials
PIXTRANS.NS,Pix Transmissions Limited,NSE,Industrials
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,NSE,Consumer Defensive
PLASTIBLEN.NS,Plastiblends India Limited,NSE,Basic Materials
PLATIND.NS,Platinum Industries Limited,NSE,Basic Materials
PLAZACABLE.NS,Plaza Wires Limited,NSE,Industrials
PNB.NS,Punjab National Bank,NSE,Financial Services
PNBGILTS.NS,PNB Gilts Limited,NSE,Financial Services
PNBHOUSING.NS,PNB Housing Finance Limited,NSE,Financial Services
PNC.NS,Pritish Nandy Communications Limited,NSE,Communication Services
PNCINFRA.NS,PNC Infratech Limited,NSE,Industrials
PNGJL.NS,P N Gadgil Jewellers Limited,NSE,Consumer Cyclical
POCL.NS,Pondy Oxides & Chemicals Limited,NSE,Basic Materials
PODDARMENT.NS,Poddar Pigments Limited,NSE,Basic Materials
POKARNA.NS,Pokarna Limited,NSE,Industrials
POLICYBZR.NS,PB Fintech Limited,NSE,Financial Services
POLYCAB.NS,Polycab India Limited,NSE,Industrials
POLYMED.NS,Poly Medicure Limited,NSE,Healthcare
POLYPLEX.NS,Polyplex Corporation Limited,NSE,Basic Materials
PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSE,Consumer Defensive
POONAWALLA.NS,Poonawalla Fincorp Limited,NSE,Financial Services
POWERGRID.NS,Power Grid Corporation of India Limited,NSE,Utilities
POWERINDIA.NS,Hitachi Energy India Limited,NSE,Industrials
POWERMECH.NS,Power Mech Projects Limited,NSE,Industrials
PPAP.NS,PPAP Automotive Limited,NSE,Consumer Cyclical
PPL.NS,Prakash Pipes Limited,NSE,Industrials
PPLPHARMA.NS,Piramal Pharma Limited,NSE,Healthcare
PRABHA.NS,Prabha Energy Limited,NSE,Energy
PRAENG.NS,Prajay Engineers Syndicate Limited,NSE,Real Estate
PRAJIND.NS,Praj Industries Limited,NSE,Industrials
PRAKASH.NS,Prakash Industries Limited,NSE,Basic Materials
PRAKASHSTL.NS,Prakash Steelage Limited,NSE,Basic Materials
PRAXIS.NS,Praxis Home Retail Limited,NSE,Consumer Cyclical
PRECAM.NS,Precision Camshafts Limited,NSE,Consumer Cyclical
PRECOT.NS,Precot Limited,NSE,Consumer Cyclical
PRECWIRE.NS,Precision Wires India Limited,NSE,Industrials
PREMEXPLN.NS,Premier Explosives Limited,NSE,Basic Materials
PREMIER.NS,Premier Limited,NSE,Industrials
PREMIERENE.NS,Premier Energies Limited,NSE,Technology
PREMIERPOL.NS,Premier Polyfilm Limited,NSE,Basic Materials
PRESTIGE.NS,Prestige Estates Projects Limited,NSE,Real Estate
PRICOLLTD.NS,Pricol Limited,NSE,Consumer Cyclical
PRIMESECU.NS,Prime Securities Limited,NSE,Financial Services
PRIMO.NS,Primo Chemicals Limited,NSE,Basic Materials
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,NSE,Industrials
PRITI.NS,Priti International Limited,NSE,Consumer Cyclical
PRITIKAUTO.NS,Pritika Auto Industries Limited,NSE,Industrials
PRIVISCL.NS,Privi Speciality Chemicals Limited,NSE,Basic Materials
PROSTARM.NS,Prostarm Info Systems Limited,NSE,Industrials
PROTEAN.NS,Protean eGov Technologies Limited,NSE,Technology
PROZONER.NS,Prozone Realty Limited,NSE,Real Estate
PRSMJOHNSN.NS,Prism Johnson Limited,NSE,Basic Materials
PRUDENT.NS,Prudent Corporate Advisory Services Limited,NSE,Financial Services
PRUDMOULI.NS,Prudential Sugar Corporation Limited,NSE,Consumer Defensive
PSB.NS,Punjab & Sind Bank,NSE,Financial Services
PSPPROJECT.NS,PSP Projects Limited,NSE,Industrials
PTC.NS,PTC India Limited,NSE,Utilities
PTCIL.NS,PTC Industries Limited,NSE,Industrials
PTL.NS,PTL Enterprises Limited,NSE,Real Estate
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,NSE,Basic Materials
PURVA.NS,Puravankara Limited,NSE,Real Estate
PVP.NS,PVP Ventures Limited,NSE,Industrials
PVRINOX.NS,PVR INOX Limited,NSE,Communication Services
PVSL.NS,Popular Vehicles and Services Limited,NSE,Consumer Cyclical
PYRAMID.NS,Pyramid Technoplast Limited,NSE,Consumer Cyclical
QPOWER.NS,Quality Power Electrical Equipments Limited,NSE,Industrials
QUADFUTURE.NS,Quadrant Future Tek Limited,NSE,Industrials
QUESS.NS,Quess Corp Limited,NSE,Industrials
QUICKHEAL.NS,Quick Heal Technologies Limited,NSE,Technology
RACE.NS,Race Eco Chain Limited,NSE,Industrials
RACLGEAR.NS,RACL Geartech Limited,NSE,Consumer Cyclical
RADAAN.NS,Radaan Mediaworks India Limited,NSE,Communication Services
RADHIKAJWE.NS,Radhika Jeweltech Limited,NSE,Consumer Cyclical
RADIANTCMS.NS,Radiant Cash Management Services Limited,NSE,Industrials
RADICO.NS,Radico Khaitan Limited,NSE,Consumer Defensive
RADIOCITY.NS,Music Broadcast Limited,NSE,Communication Services
RAILTEL.NS,Railtel Corporation Of India Limited,NSE,Communication Services
RAIN.NS,Rain Industries Limited,NSE,Basic Materials
RAINBOW.NS,Rainbow Childrens Medicare Limited,NSE,Healthcare
RAJESHEXPO.NS,Rajesh Exports Limited,NSE,Consumer Cyclical
RAJMET.NS,Rajnandini Metal Limited,NSE,Basic Materials
RAJOOENG.NS,Rajoo Engineers Limited,NSE,Industrials
RAJRATAN.NS,Rajratan Global Wire Limited,NSE,Basic Materials
RAJRILTD.NS,Raj Rayon Industries Limited,NSE,Consumer Cyclical
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,NSE,Consumer Defensive
RAJTV.NS,Raj Television Network Limited,NSE,Communication Services
RALLIS.NS,Rallis India Limited,NSE,Basic Materials
RAMANEWS.NS,Shree Rama Newsprint Limited,NSE,Consumer Defensive
RAMAPHO.NS,Rama Phosphates Limited,NSE,Basic Materials
RAMASTEEL.NS,Rama Steel Tubes Limited,NSE,Basic Materials
RAMCOCEM.NS,The Ramco Cements Limited,NSE,Basic Materials
RAMCOIND.NS,Ramco Industries Limited,NSE,Industrials
RAMCOSYS.NS,Ramco Systems Limited,NSE,Technology
RAMKY.NS,Ramky Infrastructure Limited,NSE,Industrials
RAMRAT.NS,Ram Ratna Wires Limited,NSE,Industrials
RANASUG.NS,Rana Sugars Limited,NSE,Consumer Defensive
RANEHOLDIN.NS,Rane Holdings Limited,NSE,Consumer Cyclical
RATEGAIN.NS,Rategain Travel Technologies Limited,NSE,Technology
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,NSE,Basic Materials
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,NSE,Basic Materials
RAYMOND.NS,Raymond Limited,NSE,Industrials
RAYMONDLSL.NS,Raymond Lifestyle Limited,NSE,Consumer Cyclical
RAYMONDREL.NS,Raymond Realty Limited,NSE,Real Estate
RBA.NS,Restaurant Brands Asia Limited,NSE,Consumer Cyclical
RBLBANK.NS,RBL Bank Limited,NSE,Financial Services
RBZJEWEL.NS,RBZ Jewellers Limited,NSE,Consumer Cyclical
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,NSE,Basic Materials
RCOM.NS,Reliance Communications Limited,NSE,Communication Services
RECLTD.NS,REC Limited,NSE,Financial Services
REDINGTON.NS,Redington Limited,NSE,Technology
REDTAPE.NS,Redtape Limited,NSE,Consumer Cyclical
REFEX.NS,Refex Industries Limited,NSE,Energy
REGAAL.NS,Regaal Resources Limited,NSE,Consumer Defensive
REGENCERAM.NS,Regency Ceramics Limited,NSE,Industrials
RELAXO.NS,Relaxo Footwears Limited,NSE,Consumer Cyclical
RELCHEMQ.NS,Reliance Chemotex Industries Limited,NSE,Consumer Cyclical
RELIABLE.NS,Reliable Data Services Limited,NSE,Technology
RELIANCE.NS,Reliance Industries Limited,NSE,Energy
RELIGARE.NS,Religare Enterprises Limited,NSE,Financial Services
RELINFRA.NS,Reliance Infrastructure Limited,NSE,Utilities
RELTD.NS,Ravindra Energy Limited,NSE,Technology
REMSONSIND.NS,Remsons Industries Limited,NSE,Consumer Cyclical
RENUKA.NS,Shree Renuka Sugars Limited,NSE,Consumer Defensive
REPCOHOME.NS,Repco Home Finance Limited,NSE,Financial Services
REPL.NS,Rudrabhishek Enterprises Limited,NSE,Industrials
REPRO.NS,Repro India Limited,NSE,Industrials
RESPONIND.NS,Responsive Industries Limited,NSE,Basic Materials
RETAIL.NS,JHS Svendgaard Retail Ventures Limited,NSE,Consumer Defensive
RGL.NS,Renaissance Global Limited,NSE,Consumer Cyclical
RHETAN.NS,Rhetan TMT Limited,NSE,Basic Materials
RHFL.NS,Reliance Home Finance Limited,NSE,Financial Services
RHIM.NS,RHI MAGNESITA INDIA LIMITED,NSE,Industrials
RHL.NS,Robust Hotels Limited,NSE,Consumer Cyclical
RICOAUTO.NS,Rico Auto Industries Limited,NSE,Consumer Cyclical
RIIL.NS,Reliance Industrial Infrastructure Limited,NSE,Industrials
RISHABH.NS,Rishabh Instruments Limited,NSE,Technology
RITCO.NS,Ritco Logistics Limited,NSE,Industrials
RITES.NS,RITES Limited,NSE,Industrials
RKDL.NS,Ravi Kumar Distilleries Limited,NSE,Consumer Defensive
RKEC.NS,RKEC Projects Limited,NSE,Industrials
RKFORGE.NS,Ramkrishna Forgings Limited,NSE,Industrials
RKSWAMY.NS,R K Swamy Limited,NSE,Communication Services
RMDRIP.NS,R M Drip and Sprinklers Systems Limited,NSE,Industrials
RML.NS,Rane (Madras) Limited,NSE,Consumer Cyclical
RNBDENIMS.NS,R&B Denims Limited,NSE,Consumer Cyclical
ROHLTD.NS,Royal Orchid Hotels Limited,NSE,Consumer Cyclical
ROLEXRINGS.NS,Rolex Rings Limited,NSE,Industrials
ROLLT.NS,Rollatainers Limited,NSE,Real Estate
ROLTA.NS,Rolta India Limited,NSE,Technology
ROML.NS,Raj Oil Mills Limited,NSE,Consumer Defensive
ROSSARI.NS,Rossari Biotech Limited,NSE,Basic Materials
ROSSELLIND.NS,Rossell India Limited,NSE,Industrials
ROSSTECH.NS,Rossell Techsys Limited,NSE,Industrials
ROTO.NS,Roto Pumps Limited,NSE,Industrials
ROUTE.NS,ROUTE MOBILE LIMITED,NSE,Communication Services
RPEL.NS,Raghav Productivity Enhancers Limited,NSE,Basic Materials
RPGLIFE.NS,RPG Life Sciences Limited,NSE,Healthcare
RPOWER.NS,Reliance Power Limited,NSE,Utilities
RPPINFRA.NS,R.P.P. Infra Projects Limited,NSE,Industrials
RPPL.NS,Rajshree Polypack Limited,NSE,Consumer Cyclical
RPSGVENT.NS,RPSG VENTURES LIMITED,NSE,Technology
RPTECH.NS,Rashi Peripherals Limited,NSE,Technology
RRKABEL.NS,R R Kabel Limited,NSE,Industrials
RSSOFTWARE.NS,R. S. Software (India) Limited,NSE,Technology
RSWM.NS,RSWM Limited,NSE,Consumer Cyclical
RSYSTEMS.NS,R Systems International Limited,NSE,Technology
RTNINDIA.NS,RattanIndia Enterprises Limited,NSE,Consumer Cyclical
RTNPOWER.NS,RattanIndia Power Limited,NSE,Utilities
RUBFILA.NS,Rubfila International Limited,NSE,Basic Materials
RUBICON.NS,Rubicon Research Limited,NSE,Healthcare
RUBYMILLS.NS,The Ruby Mills Limited,NSE,Consumer Cyclical
RUCHINFRA.NS,Ruchi Infrastructure Limited,NSE,Industrials
RUCHIRA.NS,Ruchira Papers Limited,NSE,Basic Materials
RUPA.NS,Rupa & Company Limited,NSE,Consumer Cyclical
RUSHIL.NS,Rushil Decor Limited,NSE,Consumer Cyclical
RUSTOMJEE.NS,Keystone Realtors Limited,NSE,Real Estate
RVHL.NS,Ravinder Heights Limited,NSE,Real Estate
